www.telegraph.co.uk,2175fdcac2,Spain,Top>Location>GeoPoliticalEntity>Country,3,0,0,3,0,0
www.telegraph.co.uk,467865f1c5,EU,Top>Location>GeoPoliticalEntity,10,6,6,9,4,9
www.telegraph.co.uk,d29f412b4b,United Kingdom,Top>Location>GeoPoliticalEntity>Country,16,6,9,23,6,2
www.telegraph.co.uk,afcc2c5bde,Iran,Top>Location>GeoPoliticalEntity>Country,1,1,0,1,1,0
www.telegraph.co.uk,__2810778859080464127,Jonathan Joseph,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,146b84b92b,David Cameron,Top>Person>FullName,7,0,0,4,0,3
www.telegraph.co.uk,e328525500,Facebook,Top>Organization>Company>TechnologyCompany>SoftwareCompany,1,1,1,1,1,1
www.telegraph.co.uk,__1188279264948192375,Hampton I,Top,1,0,0,1,0,0
www.telegraph.co.uk,__2772230076222999797,NatWest Schools Cup,Top,2,0,0,2,0,0
www.telegraph.co.uk,__6405962441456505109,Hampton XV,Top,0,0,1,1,0,0
www.telegraph.co.uk,3d0a16c68d,Madrid,Top>Location>GeoPoliticalEntity>City,1,0,1,1,1,0
www.telegraph.co.uk,__12821489601211998121,Carlton Kuala Lumpur,Top,0,0,3,3,0,0
www.telegraph.co.uk,__15248121818639667244,Andy Lee,Top>Person>FullName,3,0,0,3,0,0
www.telegraph.co.uk,__6160534572114350866,Sportingclass Industry Invitational,Top,0,0,3,3,0,0
www.telegraph.co.uk,__11562738502786125994,**Lord Lester,Top>Person>LastName,0,0,1,1,0,0
www.telegraph.co.uk,__14417665932681505874,Investigatory Powers Bill,Top,0,0,1,1,0,0
www.telegraph.co.uk,786614403d,government,Top>Organization>Government,2,4,3,4,3,2
www.telegraph.co.uk,__6934646409099640514,Chris Rock,Top>Person>FullName,0,1,0,0,1,0
www.telegraph.co.uk,01d0d69c7d,London,Top>Location>GeoPoliticalEntity>City,1,1,3,3,1,1
www.telegraph.co.uk,6ba0075b83,Scottish National Party,Top>Organization>Institute,0,1,2,0,1,2
www.telegraph.co.uk,__2566098403452790255,Crossbench,Top,0,0,1,0,0,1
www.telegraph.co.uk,083d2f75d8,Radio,Top>Person>LastName,1,0,0,1,0,0
www.telegraph.co.uk,__6146171444721476184,Alan Davey,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,__7246403718556326773,BBC Radio,Top>Person>LastName,1,0,0,1,0,0
www.telegraph.co.uk,__9228630482393355253,Tony Little,Top>Person>FullName,0,1,0,0,0,1
www.telegraph.co.uk,__5171144246645145968,Mohammed Alloush,Top>Person>FullName,0,0,1,0,1,0
www.telegraph.co.uk,__8962295640930392070,Bashar Ja'afari,Top,1,0,0,0,1,0
www.telegraph.co.uk,8b8d0cb92d,Down,Top>Person>LastName,0,0,1,1,0,0
www.telegraph.co.uk,__1797671362599500632,Syndrome Day,Top,0,1,0,1,0,0
