www.telegraph.co.uk,2175fdcac2,Spain,Top>Location>GeoPoliticalEntity>Country,7,0,2,5,1,3
www.telegraph.co.uk,__9500273362439021236,Sir Nicholas Soames,Top>Person>FullName,3,0,1,3,0,1
www.telegraph.co.uk,467865f1c5,EU,Top>Location>GeoPoliticalEntity,60,33,38,56,22,53
www.telegraph.co.uk,d29f412b4b,United Kingdom,Top>Location>GeoPoliticalEntity>Country,77,45,58,101,39,40
www.telegraph.co.uk,417e551d9a,Scotland,Top>Location>GeoPoliticalEntity>Adm1,11,5,9,13,4,8
www.telegraph.co.uk,afcc2c5bde,Iran,Top>Location>GeoPoliticalEntity>Country,1,2,0,1,2,0
www.telegraph.co.uk,__2810778859080464127,Jonathan Joseph,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,146b84b92b,David Cameron,Top>Person>FullName,27,12,10,29,5,15
www.telegraph.co.uk,e328525500,Facebook,Top>Organization>Company>TechnologyCompany>SoftwareCompany,2,9,3,5,5,4
www.telegraph.co.uk,__1188279264948192375,Hampton I,Top,1,0,0,1,0,0
www.telegraph.co.uk,__2772230076222999797,NatWest Schools Cup,Top,3,0,0,3,0,0
www.telegraph.co.uk,__6405962441456505109,Hampton XV,Top,0,0,1,1,0,0
www.telegraph.co.uk,f2fad70de9,Apple Pay,Top>Product,2,0,0,2,0,0
www.telegraph.co.uk,3d0a16c68d,Madrid,Top>Location>GeoPoliticalEntity>City,2,1,1,2,1,1
www.telegraph.co.uk,__12821489601211998121,Carlton Kuala Lumpur,Top,0,0,3,3,0,0
www.telegraph.co.uk,__15248121818639667244,Andy Lee,Top>Person>FullName,3,0,0,3,0,0
www.telegraph.co.uk,__6160534572114350866,Sportingclass Industry Invitational,Top,0,0,3,3,0,0
www.telegraph.co.uk,__11562738502786125994,**Lord Lester,Top>Person>LastName,0,0,2,2,0,0
www.telegraph.co.uk,__14417665932681505874,Investigatory Powers Bill,Top,0,0,2,2,0,0
www.telegraph.co.uk,786614403d,government,Top>Organization>Government,19,23,7,20,16,13
www.telegraph.co.uk,__6934646409099640514,Chris Rock,Top>Person>FullName,0,2,1,0,2,1
www.telegraph.co.uk,01d0d69c7d,London,Top>Location>GeoPoliticalEntity>City,15,7,9,19,2,10
www.telegraph.co.uk,__10201696285387997726,**Dr Amin Ahmadia,Top>Person>FullName,0,0,1,1,0,0
www.telegraph.co.uk,__16492281549931799497,**Dr Maximilian Neun,Top>Person>FullName,0,0,1,1,0,0
www.telegraph.co.uk,__3845836316327563747,**Dr Hannah,Top>Person>FirstName,0,0,1,1,0,0
www.telegraph.co.uk,6ba0075b83,Scottish National Party,Top>Organization>Institute,0,5,6,0,3,8
www.telegraph.co.uk,__17999966340267583836,**Lord Mackay,Top>Location>GeographicalEntity>WaterForm>Lake,0,1,0,0,0,1
www.telegraph.co.uk,083d2f75d8,Radio,Top>Person>LastName,1,0,1,2,0,0
www.telegraph.co.uk,__6146171444721476184,Alan Davey,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,__7246403718556326773,BBC Radio,Top>Person>LastName,1,0,0,1,0,0
www.telegraph.co.uk,__9228630482393355253,Tony Little,Top>Person>FullName,0,1,0,0,0,1
www.telegraph.co.uk,__5171144246645145968,Mohammed Alloush,Top>Person>FullName,0,0,1,0,1,0
www.telegraph.co.uk,__8962295640930392070,Bashar Ja'afari,Top,1,0,0,0,1,0
www.telegraph.co.uk,2f864ba184,Coral,Top>Person>FirstName,3,0,1,2,0,2
www.telegraph.co.uk,80970fcdd0,Liverpool F. C.,Top>Organization>SportsOrganization>SportsTeam,14,9,5,13,5,10
www.telegraph.co.uk,8b8d0cb92d,Down,Top>Person>LastName,0,0,1,1,0,0
www.telegraph.co.uk,__1797671362599500632,Syndrome Day,Top,0,1,0,1,0,0
www.telegraph.co.uk,__15111933538679915120,Cue Card,Top,1,0,0,1,0,0
www.telegraph.co.uk,__3737963334748495501,Samantha Ho,Top>Person>FullName,1,0,0,0,0,1
www.telegraph.co.uk,__4264856196534502902,Jamie George,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,39da22da11,festival,Top>Event,1,2,0,2,1,0
www.telegraph.co.uk,9666ffe62b,Cheltenham,Top>Location>GeoPoliticalEntity,1,0,0,1,0,0
www.telegraph.co.uk,91269c4360,Recep Tayyip Erdogan,Top>Person>FullName,1,0,1,0,0,2
www.telegraph.co.uk,__18437568071947739668,Turkish deputy prime minister,Top>OtherEntity>Title,0,0,1,0,0,1
www.telegraph.co.uk,__6592853170058581758,Turkish president,Top>OtherEntity>Title,0,1,0,0,0,1
www.telegraph.co.uk,36169a5b5f,Jerusalem,Top>Location>GeoPoliticalEntity>City,0,0,1,1,0,0
www.telegraph.co.uk,af0e6b3e48,Queen,Top>Person>LastName,2,0,4,5,1,0
www.telegraph.co.uk,__4186902774248627144,John Palmer,Top>Person>FullName,0,1,0,0,1,0
www.telegraph.co.uk,24c385a3b1,Daily Telegraph,Top>Product>CulturalProduct>Printing>Newspaper,9,2,2,7,1,5
www.telegraph.co.uk,__8863334362543762527,Media Group,Top>Organization,2,0,1,3,0,0
www.telegraph.co.uk,a258481aec,Vodafone,Top>Organization>Company>TelcoServicesCompany,2,1,4,6,0,1
www.telegraph.co.uk,c2676e0f01,IoT,Top>OtherEntity>MethodSystem,1,0,0,1,0,0
www.telegraph.co.uk,6d25b01cc5,Caitlyn Jenner,Top>Person>FullName,0,0,1,1,0,0
www.telegraph.co.uk,__13538929231459579040,Laverne Cox,Top,1,0,0,1,0,0
www.telegraph.co.uk,__3083099499600237986,Laura Higgins,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,cbba07ce39,Accenture plc.,Top>Organization>Company>IndustrialCompany>IndustrialServicesCompany,1,0,1,2,0,0
www.telegraph.co.uk,683f4ceaad,lesbian gay bisexual/pansexual and transgender people,Top>Organization,1,0,0,1,0,0
www.telegraph.co.uk,__4171986692493799888,Brian Robinson,Top>Person>FullName,0,0,1,1,0,0
www.telegraph.co.uk,75644e099a,GlaxoSmithKline,Top>Organization>Company>IndustrialCompany,2,0,2,3,0,1
www.telegraph.co.uk,2f7fb2b8ef,John Lennon,Top>Person>FullName,2,0,0,2,0,0
www.telegraph.co.uk,__9664510726997513861,Michael Wilshaw,Top>Person>FullName,0,1,0,0,0,1
www.telegraph.co.uk,22478879df,Eaton Vance,Top>Organization>Company>FinancialCompany>BankingCompany>InvestmentServices,2,2,6,5,1,4
www.telegraph.co.uk,__17854033535972525989,Conservative Party,Top,4,1,2,5,2,0
www.telegraph.co.uk,297df9b2d4,Downton Abbey,Top>Product>CulturalProduct>Broadcast,1,0,0,1,0,0
www.telegraph.co.uk,__7566888843062771485,Nicky Morgan,Top>Person>FullName,2,1,1,4,0,0
www.telegraph.co.uk,02b09212aa,Farthing,Top>Person>LastName,0,0,1,0,1,0
www.telegraph.co.uk,30e28ef660,Alice,Top>Person>FirstName,0,0,1,0,1,0
www.telegraph.co.uk,__1598528481523596127,Red Queen,Top>Person>FullName,0,0,1,0,1,0
www.telegraph.co.uk,__8670325219630480293,PFI,Top,0,0,1,0,0,1
www.telegraph.co.uk,c8707269fd,Liverpool,Top>Location>GeoPoliticalEntity>City,2,1,3,3,1,2
www.telegraph.co.uk,10ae72aa5f,Israel,Top>Location>GeoPoliticalEntity>Country,0,3,4,1,4,2
www.telegraph.co.uk,__6645659458403412663,National Jewish Student,Top,0,1,0,0,0,1
www.telegraph.co.uk,__9906621348048870227,Jewish Human Rights Watch,Top,0,0,1,0,0,1
www.telegraph.co.uk,__10083785395259210358,Ofqual,Top,1,0,0,1,0,0
www.telegraph.co.uk,333490a66a,Westminster,Top>Location>GeoPoliticalEntity>City,0,0,1,0,0,1
www.telegraph.co.uk,__7062188162152708814,Patrick Derham,Top>Person>FullName,0,1,0,0,0,1
www.telegraph.co.uk,__17236660261569845881,Stadium,Top>Location>Facility>Sport,1,0,0,1,0,0
www.telegraph.co.uk,__16901918518332147559,Willie Mullins,Top>Person>FullName,1,0,0,1,0,0
www.telegraph.co.uk,__1522696391427105933,Fantasy Cheltenham,Top,1,0,0,1,0,0
www.telegraph.co.uk,__11538911293381452881,Cheltenham Festival,Top>Event,1,0,0,1,0,0
www.telegraph.co.uk,__2196366715880335322,Fantasy Cheltenham Stable,Top,1,0,0,1,0,0
www.telegraph.co.uk,__16287577953047625017,Giovanna Lazzari,Top>Person>FullName,0,1,0,0,1,0
www.telegraph.co.uk,__12733499223572349790,Hashim Amla,Top>Person>FullName,0,0,1,0,1,0
www.telegraph.co.uk,252e9cf556,Boris Johnson,Top>Person>FullName,2,2,1,1,1,3
www.telegraph.co.uk,__1310511865696593645,Rugby World Cup,Top,1,1,1,2,0,1
www.telegraph.co.uk,c10236442a,New Zealand,Top>Location>GeoPoliticalEntity>Country,2,1,0,2,0,1
www.telegraph.co.uk,0cffbb9bb0,Republic of Austria,Top>Location>GeoPoliticalEntity>Country,1,3,0,1,3,0
www.telegraph.co.uk,__13767183760610629487,Topps Tiles,Top,0,2,1,3,0,0
www.telegraph.co.uk,__7510382770184099418,Matthew Williams,Top>Person>FullName,2,0,0,2,0,0
www.telegraph.co.uk,__10376799132028899719,Alexander,Top>Person,2,0,0,2,0,0
www.telegraph.co.uk,37f107638b,Somerset,Top>Location>GeoPoliticalEntity>Adm2,0,0,2,0,2,0
www.telegraph.co.uk,b48a7bca32,Department for Environment, Food and Rural Affairs,Top>Organization>Government,0,2,0,0,2,0
www.telegraph.co.uk,7d830b2f99,OPEC,Top>Organization>InternationalOrganization,0,3,0,0,3,0
www.telegraph.co.uk,__6009398625235959050,Sandra Bland,Top,0,2,0,0,2,0
www.telegraph.co.uk,1864d0b4d1,Germany,Top>Location>GeoPoliticalEntity>Country,2,4,2,2,5,1
www.telegraph.co.uk,9054ab8faf,RBC Capital Markets,Top>Organization>Company>FinancialCompany,0,2,0,0,2,0
www.telegraph.co.uk,aff8a328a0,BAE Systems,Top>Organization>Company>IndustrialCompany>IndustrialGoods>AerospaceDefense,4,0,0,1,2,1
www.telegraph.co.uk,beac1b545b,United States,Top>Location>GeoPoliticalEntity>Country,12,10,10,9,16,7
www.telegraph.co.uk,608317864e,Iconix, Inc.,Top>Organization>Company,0,2,0,0,0,2
www.telegraph.co.uk,__7095175177832705114,chief executive,Top>OtherEntity>Title,3,0,2,1,1,3
www.telegraph.co.uk,__15784282515798243208,Income fund,Top>Organization,3,0,0,3,0,0
www.telegraph.co.uk,__18225959428622957788,Charles Montanaro,Top>Person>FullName,0,0,3,3,0,0
www.telegraph.co.uk,11ddff2bb0,Dei,Top>Person>FirstName,0,0,2,2,0,0
www.telegraph.co.uk,98db781864,England,Top>Location>GeoPoliticalEntity>Adm1,27,20,23,52,3,15
www.telegraph.co.uk,__8122642415864176516,Jos Buttler,Top,3,1,1,5,0,0
www.telegraph.co.uk,7723685c12,Piers Morgan,Top>Person>FullName,2,0,0,2,0,0
www.telegraph.co.uk,__12499709431316371443,China Watch,Top,1,0,5,6,0,0
